Set,No,Pool,Sub-Pool,#s,Count,Name,Reprint,Sub-Pool: Resource,Sub-Pool: Cost,Sub-Pool: Card Type,Duplicate Calc,Summary,
X:J,8C,Hero,Jubilee,11,1,Flash of Light (C),,Hero: JubileePhysical,Hero: Jubilee2,Hero: JubileeEvent,X:J,X:JHero,X:J1
X:J,9,Hero,Jubilee,12,1,Grand Finale,,Hero: JubileeWild,Hero: Jubilee3,Hero: JubileeEvent,X:J,X:JHero,X:J1
X:J,10A,Hero,Jubilee,13,1,Plasmoid Energy (A),,Hero: JubileeEnergy,Hero: Jubilee-,Hero: JubileeResource,X:J,X:JHero,X:J1
X:J,10B,Hero,Jubilee,14,1,Plasmoid Energy (B),,Hero: JubileeEnergy,Hero: Jubilee-,Hero: JubileeResource,X:J,X:JHero,X:J1
X:J,10C,Hero,Jubilee,15,1,Plasmoid Energy (C),,Hero: JubileeMental,Hero: Jubilee-,Hero: JubileeResource,X:J,X:JHero,X:J1
X:J,11,Aspect,Justice,,1,Chamber / Jono Starsmore,,Aspect: JusticePhysical,Aspect: Justice4,Aspect: JusticeAlly,X:J,X:JAspect: Justice,X:J1
X:J,12,Aspect,Justice,,1,Husk / Paige Guthrie,,Aspect: JusticePhysical,Aspect: Justice4,Aspect: JusticeAlly,X:J,X:JAspect: Justice,X:J1
X:J,13,Aspect,Justice,,3,Disguise,,Aspect: JusticeMental,Aspect: Justice1,Aspect: JusticeUpgrade,X:J,X:JAspect: Justice,X:J3
X:J,14,Aspect,Justice,,3,Waylay (J),,Aspect: JusticePhysical,Aspect: Justice3,Aspect: JusticeEvent,X:J,X:JAspect: Justice,X:J3
X:J,15,Aspect,Justice,,3,Three Steps Ahead,,Aspect: JusticeMental,Aspect: Justice3,Aspect: JusticeEvent,X:J,X:JAspect: Justice,X:J3
X:J,16,Aspect,Justice,,1,Generation X,,Aspect: JusticeEnergy,Aspect: Justice0,Aspect: JusticePlayer Side-Scheme,X:J,X:JAspect: Justice,X:J1
X:J,17,Aspect,Justice,,2,The Power of Justice (X),.N,Aspect: JusticeWild,Aspect: Justice-,Aspect: JusticeResource,X:J.N,X:JAspect: Justice,X:J2
X:J,18,Basic,,,1,Synch / Everett Thomas,,Basic: Energy,Basic: 3,Basic: Ally,X:J,X:JBasic,X:J1
X:J,19,Basic,,,3,Cell Phone,,Basic: Energy,Basic: 2,Basic: Upgrade,X:J,X:JBasic,X:J3
X:J,20,Basic,,,3,X-Gene,.Y,Basic: Wild,Basic: 1,Basic: Upgrade,X:J.Y,X:JBasic,X:J3
X:J,21,Basic,,,3,Multitalented,,Basic: Physical,Basic: 0,Basic: Event,X:J,X:JBasic,X:J3
X:J,22,Basic,,,2,Unlikely Duo,,Basic: Wild,Basic: 2,Basic: Event,X:J,X:JBasic,X:J2
X:J,23,Obligation,Jubilee,,1,Grounded,,Obligation: Jubilee2,Obligation: Jubilee-,Obligation: JubileeObligation,X:J,X:JObligation,X:J1
X:J,24,Nemesis,Jubilee,1,1,Nanny,,Nemesis: Jubilee2,Nemesis: Jubilee-,Nemesis: JubileeMinion,X:J,X:JNemesis,X:J1
X:J,25,Nemesis,Jubilee,2,1,Naughty Children,,Nemesis: Jubilee2,Nemesis: Jubilee2,Nemesis: JubileeSide-Scheme (S),X:J,X:JNemesis,X:J1
X:J,26,Nemesis,Jubilee,3,1,Battle Suit,,Nemesis: Jubilee2,Nemesis: Jubilee-,Nemesis: JubileeAttachment,X:J,X:JNemesis,X:J1
X:J,27,Nemesis,Jubilee,4-5,2,"""Lost"" Child",,Nemesis: Jubilee1,Nemesis: Jubilee-,Nemesis: JubileeAttachment,X:J,X:JNemesis,X:J2
X:J,28,Aspect,Leadership,,3,Mutant Mayhem,,Aspect: LeadershipEnergy,Aspect: Leadership3,Aspect: LeadershipEvent,X:J,X:JAspect: Leadership,X:J3
X:J,29,Aspect,Protection,,3,Serve and Protect,,Aspect: ProtectionMental,Aspect: Protection2,Aspect: ProtectionEvent,X:J,X:JAspect: Protection,X:J3
X:J,30,Module,Arcade,1,1,Arcade,,Module: Arcade3,Module: Arcade-,Module: ArcadeMinion,X:J,X:JModule,X:J1
X:J,31,Module,Arcade,2,1,Welcome to Murderworld,,Module: Arcade2,Module: Arcade2+1P,Module: ArcadeSide-Scheme,X:J,X:JModule,X:J1
X:J,32,Module,Arcade,3,1,Arcade's Funhouse,,Module: Arcade2,Module: Arcade2+1P,Module: ArcadeSide-Scheme,X:J,X:JModule,X:J1
X:J,33,Module,Arcade,4,1,Hall of Mirrors,,Module: Arcade2,Module: Arcade2+1P,Module: ArcadeSide-Scheme,X:J,X:JModule,X:J1
X:J,34,Module,Arcade,5,1,Elaborate Trap,,Module: Arcade1,Module: Arcade-,Module: ArcadeTreachery,X:J,X:JModule,X:J1
X:N,1A,Hero,Nightcrawler,,1,Nightcrawler,,Hero: Nightcrawler-,Hero: Nightcrawler1,Hero: Nightcrawler Hero,X:N,X:NHero,X:N1
X:N,1B,Hero,Nightcrawler,,-,Kurt Wagner,,Hero: Nightcrawler-,Hero: Nightcrawler1,Hero: Nightcrawler Alter-Ego,X:N,X:NHero,X:N-
X:N,2,Hero,Nightcrawler,1,1,Daytripper / Amanda Sefton,,Hero: NightcrawlerWild,Hero: Nightcrawler2,Hero: NightcrawlerAlly,X:N,X:NHero,X:N1
X:N,3,Hero,Nightcrawler,2,1,Kurt's Chapel,,Hero: NightcrawlerMental,Hero: Nightcrawler1,Hero: NightcrawlerSupport,X:N,X:NHero,X:N1
X:N,4,Hero,Nightcrawler,3,1,Kurt's Cutlasses,,Hero: NightcrawlerPhysical,Hero: Nightcrawler2,Hero: NightcrawlerUpgrade,X:N,X:NHero,X:N1
X:N,5,Hero,Nightcrawler,4,1,Prehensile Tail,,Hero: NightcrawlerPhysical,Hero: Nightcrawler1,Hero: NightcrawlerUpgrade,X:N,X:NHero,X:N1
X:N,6,Hero,Nightcrawler,5-7,3,Bamf!,,Hero: NightcrawlerPhysical,Hero: Nightcrawler0,Hero: NightcrawlerUpgrade,X:N,X:NHero,X:N3
X:N,7,Hero,Nightcrawler,8-9,2,-Port and Punch,,Hero: NightcrawlerEnergy,Hero: Nightcrawler2,Hero: NightcrawlerEvent,X:N,X:NHero,X:N2
X:N,8,Hero,Nightcrawler,10,1,Teleport Drop,,Hero: NightcrawlerEnergy,Hero: Nightcrawler2,Hero: NightcrawlerEvent,X:N,X:NHero,X:N1
X:N,9,Hero,Nightcrawler,11-12,2,Scout Ahead,,Hero: NightcrawlerEnergy,Hero: Nightcrawler1,Hero: NightcrawlerEvent,X:N,X:NHero,X:N2
X:N,10,Hero,Nightcrawler,13,1,-Port Away,,Hero: NightcrawlerEnergy,Hero: Nightcrawler0,Hero: NightcrawlerEvent,X:N,X:NHero,X:N1
X:N,11,Hero,Nightcrawler,14-15,2,Tally Ho!,,Hero: NightcrawlerEnergy,Hero: Nightcrawler1,Hero: NightcrawlerEvent,X:N,X:NHero,X:N2
X:N,12,Aspect,Protection,,1,Rogue / Anna Marie (P),,Aspect: ProtectionPhysical,Aspect: Protection4,Aspect: ProtectionAlly,X:N,X:NAspect: Protection,X:N1
X:N,13,Aspect,Protection,,1,Northstar / Jean-Paul Beaubier,,Aspect: ProtectionEnergy,Aspect: Protection3,Aspect: ProtectionAlly,X:N,X:NAspect: Protection,X:N1
X:N,14,Aspect,Protection,,3,Change of Fortune,,Aspect: ProtectionMental,Aspect: Protection1,Aspect: ProtectionUpgrade,X:N,X:NAspect: Protection,X:N3
X:N,15,Aspect,Protection,,3,Under Control,,Aspect: ProtectionEnergy,Aspect: Protection0,Aspect: ProtectionUpgrade,X:N,X:NAspect: Protection,X:N3
X:N,16,Aspect,Protection,,3,"""Come Get Me, Bub!""",,Aspect: ProtectionMental,Aspect: Protection0,Aspect: ProtectionEvent,X:N,X:NAspect: Protection,X:N3
X:N,17,Aspect,Protection,,3,Powerful Punch,.Y,Aspect: ProtectionPhysical,Aspect: Protection2,Aspect: ProtectionEvent,X:N.Y,X:NAspect: Protection,X:N3
X:N,18,Aspect,Protection,,3,Riposte,,Aspect: ProtectionEnergy,Aspect: Protection1,Aspect: ProtectionEvent,X:N,X:NAspect: Protection,X:N3
X:N,19,Aspect,Protection,,2,The Power of Protection (X),.R,Aspect: ProtectionWild,Aspect: Protection-,Aspect: ProtectionResource,X:N.R,X:NAspect: Protection,X:N2
X:N,20,Aspect,Protection,,1,Astonishing X-Men,,Aspect: ProtectionPhysical,Aspect: Protection1,Aspect: ProtectionPlayer Side-Scheme,X:N,X:NAspect: Protection,X:N1
X:N,21,Basic,,,1,Gambit / Remy LeBeau (B),,Basic: Energy,Basic: 3,Basic: Ally,X:N,X:NBasic,X:N1
X:N,22,Basic,,,1,Moira MacTaggert,.Y,Basic: Mental,Basic: 2,Basic: Support,X:N.Y,X:NBasic,X:N1
X:N,23,Basic,,,1,Energy (X),.R,Basic: Energy,Basic: -,Basic: Resource,X:N.R,X:NBasic,X:N1
X:N,24,Basic,,,1,Genius (X),.R,Basic: Mental,Basic: -,Basic: Resource,X:N.R,X:NBasic,X:N1
X:N,25,Basic,,,1,Strength (X),.R,Basic: Physical,Basic: -,Basic: Resource,X:N.R,X:NBasic,X:N1
X:N,26,Obligation,Nightcrawler,,1,Crisis of Faith,,Obligation: Nightcrawler2,Obligation: Nightcrawler-,Obligation: NightcrawlerObligation,X:N,X:NObligation,X:N1
X:N,27,Nemesis,Nightcrawler,1,1,Azazel,,Nemesis: Nightcrawler☆,Nemesis: Nightcrawler-,Nemesis: NightcrawlerMinion (S),X:N,X:NNemesis,X:N1
X:N,28,Nemesis,Nightcrawler,2,1,Brimstone Dimension,,Nemesis: Nightcrawler3,Nemesis: Nightcrawler5,Nemesis: NightcrawlerSide-Scheme (S),X:N,X:NNemesis,X:N1
X:N,29,Nemesis,Nightcrawler,3,1,Azazel's Sword,,Nemesis: Nightcrawler1,Nemesis: Nightcrawler-,Nemesis: NightcrawlerAttachment,X:N,X:NNemesis,X:N1
X:N,30,Nemesis,Nightcrawler,4-5,2,Brimstone Strike,,Nemesis: Nightcrawler1,Nemesis: Nightcrawler-,Nemesis: NightcrawlerTreachery,X:N,X:NNemesis,X:N2
X:N,31,Aspect,Aggression,,3,Combine Forces,,Aspect: AggressionEnergy,Aspect: Aggression1,Aspect: AggressionEvent,X:N,X:NAspect: Aggression,X:N3
X:N,32,Aspect,Justice,,3,Gunboat Diplomacy,,Aspect: JusticeEnergy,Aspect: Justice1,Aspect: JusticeEvent,X:N,X:NAspect: Justice,X:N3
X:N,33,Module,Crazy Gang,1,1,The Crazy Gang,,Module: Crazy Gang2,Module: Crazy Gang2P,Module: Crazy GangSide-Scheme,X:N,X:NModule,X:N1
X:N,34,Module,Crazy Gang,2,1,Queen of Hearts,,Module: Crazy Gang3,Module: Crazy Gang-,Module: Crazy GangMinion,X:N,X:NModule,X:N1
X:N,35,Module,Crazy Gang,3,1,Jester,,Module: Crazy Gang1,Module: Crazy Gang-,Module: Crazy GangMinion,X:N,X:NModule,X:N1
X:N,36,Module,Crazy Gang,4,1,Executioner,,Module: Crazy Gang2,Module: Crazy Gang-,Module: Crazy GangMinion,X:N,X:NModule,X:N1
X:N,37,Module,Crazy Gang,5,1,Tweedledope,,Module: Crazy Gang☆,Module: Crazy Gang-,Module: Crazy GangMinion,X:N,X:NModule,X:N1
X:N,38,Module,Crazy Gang,6,1,"""Off with His Head!""",,Module: Crazy Gang1,Module: Crazy Gang-,Module: Crazy GangTreachery,X:N,X:NModule,X:N1
X:M,1A,Hero,Magneto,,1,Erik Lehnsherr,,Hero: Magneto-,Hero: Magneto-,Hero: Magneto Alter-Ego,X:M,X:MHero,X:M1
X:M,1B,Hero,Magneto,,-,Magneto,,Hero: Magneto-,Hero: Magneto-,Hero: Magneto Hero,X:M,X:MHero,X:M-
X:M,2,Hero,Magneto,1,1,Asteroid M,,Hero: MagnetoWild,Hero: Magneto1,Hero: MagnetoSupport,X:M,X:MHero,X:M1
X:M,3,Hero,Magneto,2,1,Magneto's Helmet (H),,Hero: MagnetoMental,Hero: Magneto3,Hero: MagnetoUpgrade,X:M,X:MHero,X:M1
X:M,4,Hero,Magneto,3,1,Magneto's Armor (H),,Hero: MagnetoPhysical,Hero: Magneto2,Hero: MagnetoUpgrade,X:M,X:MHero,X:M1
X:M,5,Hero,Magneto,4,1,Magneto's Cape,,Hero: MagnetoEnergy,Hero: Magneto2,Hero: MagnetoUpgrade,X:M,X:MHero,X:M1
X:M,6,Hero,Magneto,5,1,Magnetic Bubble (H),,Hero: MagnetoEnergy,Hero: Magneto3,Hero: MagnetoUpgrade,X:M,X:MHero,X:M1
X:M,7,Hero,Magneto,6-7,2,Wrapped in Metal (H),,Hero: MagnetoMental,Hero: Magneto2,Hero: MagnetoUpgrade,X:M,X:MHero,X:M2
X:M,8,Hero,Magneto,8-9,2,Electromagnetic Blast (H),,Hero: MagnetoEnergy,Hero: Magneto1,Hero: MagnetoEvent,X:M,X:MHero,X:M2
X:M,9,Hero,Magneto,10-11,2,Metal Shards (H),,Hero: MagnetoPhysical,Hero: Magneto1,Hero: MagnetoEvent,X:M,X:MHero,X:M2
X:M,10,Hero,Magneto,12-13,2,Magnetic Missile (H),,Hero: MagnetoPhysical,Hero: Magneto1,Hero: MagnetoEvent,X:M,X:MHero,X:M2
X:M,11,Hero,Magneto,14-15,2,Master of Magnetism (H),,Hero: MagnetoEnergy,Hero: Magneto-,Hero: MagnetoResource,X:M,X:MHero,X:M2
X:M,12,Aspect,Leadership,,1,M / Monet St. Croix,,Aspect: LeadershipPhysical,Aspect: Leadership4,Aspect: LeadershipAlly,X:M,X:MAspect: Leadership,X:M1
X:M,13,Aspect,Leadership,,1,Kid Omega / Quentin Quire,,Aspect: LeadershipEnergy,Aspect: Leadership2,Aspect: LeadershipAlly,X:M,X:MAspect: Leadership,X:M1
X:M,14,Aspect,Leadership,,1,Phoenix / Jean Grey (L),,Aspect: LeadershipMental,Aspect: Leadership3,Aspect: LeadershipAlly,X:M,X:MAspect: Leadership,X:M1
X:M,15,Aspect,Leadership,,1,Cyclops / Scott Summers (L),,Aspect: LeadershipPhysical,Aspect: Leadership3,Aspect: LeadershipAlly,X:M,X:MAspect: Leadership,X:M1
X:M,16,Aspect,Leadership,,3,Won't Stay Down,,Aspect: LeadershipPhysical,Aspect: Leadership1,Aspect: LeadershipSupport,X:M,X:MAspect: Leadership,X:M3
X:M,17,Aspect,Leadership,,3,Squared Off,,Aspect: LeadershipPhysical,Aspect: Leadership0,Aspect: LeadershipEvent,X:M,X:MAspect: Leadership,X:M3
X:M,18,Aspect,Leadership,,3,Noble Sacrifice,,Aspect: LeadershipMental,Aspect: Leadership1,Aspect: LeadershipEvent,X:M,X:MAspect: Leadership,X:M3
X:M,19,Aspect,Leadership,,3,"""You Got This!""",,Aspect: LeadershipEnergy,Aspect: Leadership1,Aspect: LeadershipEvent,X:M,X:MAspect: Leadership,X:M3
X:M,20,Aspect,Leadership,,1,New Recruits,,Aspect: LeadershipMental,Aspect: Leadership0,Aspect: LeadershipPlayer Side-Scheme,X:M,X:MAspect: Leadership,X:M1
X:M,21,Basic,,,1,White Queen / Emma Frost,,Basic: Energy,Basic: 3,Basic: Ally,X:M,X:MBasic,X:M1
X:M,22,Basic,,,1,Face the Past,,Basic: Physical,Basic: 0,Basic: Event,X:M,X:MBasic,X:M1
X:M,23,Basic,,,3,Deft Focus (X),.X,Basic: Energy,Basic: 1,Basic: Upgrade,X:M.X,X:MBasic,X:M3
X:M,24,Basic,,,1,Energy (X),.R,Basic: Energy,Basic: -,Basic: Resource,X:M.R,X:MBasic,X:M1
X:M,25,Basic,,,1,Genius (X),.R,Basic: Mental,Basic: -,Basic: Resource,X:M.R,X:MBasic,X:M1
X:M,26,Basic,,,1,Strength (X),.R,Basic: Physical,Basic: -,Basic: Resource,X:M.R,X:MBasic,X:M1
X:M,27,Obligation,Magneto,,1,Old Grievances,,Obligation: Magneto2,Obligation: Magneto-,Obligation: MagnetoObligation,X:M,X:MObligation,X:M1
X:M,28,Nemesis,Magneto,1,1,Exodus (N),,Nemesis: Magneto3,Nemesis: Magneto-,Nemesis: MagnetoMinion (S),X:M,X:MNemesis,X:M1
X:M,29,Nemesis,Magneto,2,1,Martyr for Mutants,,Nemesis: Magneto3,Nemesis: Magneto3P,Nemesis: MagnetoSide-Scheme (S),X:M,X:MNemesis,X:M1
X:M,30,Nemesis,Magneto,3,1,Fabian Cortez (N),,Nemesis: Magneto☆,Nemesis: Magneto-,Nemesis: MagnetoMinion (S),X:M,X:MNemesis,X:M1
X:M,31,Nemesis,Magneto,4,1,Frenzy,,Nemesis: Magneto☆,Nemesis: Magneto-,Nemesis: MagnetoMinion (S),X:M,X:MNemesis,X:M1
X:M,32,Nemesis,Magneto,5,1,Angry Acolyte,,Nemesis: Magneto1☆,Nemesis: Magneto-,Nemesis: MagnetoTreachery,X:M,X:MNemesis,X:M1
X:M,33,Basic,,,1,Surge / Noriko Ashida,,Basic: Energy,Basic: 2,Basic: Ally,X:M,X:MBasic,X:M1
X:M,34,Basic,,,1,Anole / Victor Borkowski,,Basic: Energy,Basic: 2,Basic: Ally,X:M,X:MBasic,X:M1
X:M,35,Basic,,,1,Bling! / Roxanne Washington,,Basic: Energy,Basic: 2,Basic: Ally,X:M,X:MBasic,X:M1
X:M,36,Basic,,,1,Indra / Paras Gavaskar,,Basic: Energy,Basic: 2,Basic: Ally,X:M,X:MBasic,X:M1
X:M,37,Basic,,,3,Children of the Atom,,Basic: Energy,Basic: 1,Basic: Support,X:M,X:MBasic,X:M3
X:M,38,Module,Hellfire,1,1,Sebastian Shaw,,Module: Hellfire3,Module: Hellfire-,Module: HellfireMinion,X:M,X:MModule,X:M1
X:M,39,Module,Hellfire,2,1,Selene,,Module: Hellfire☆,Module: Hellfire-,Module: HellfireMinion,X:M,X:MModule,X:M1
X:M,40,Module,Hellfire,3,1,Hellfire Pawn,.Y,Module: Hellfire☆,Module: Hellfire-,Module: HellfireMinion,X:M.Y,X:MModule,X:M1
X:M,41,Module,Hellfire,4,1,The Inner Circle,,Module: Hellfire2,Module: Hellfire4,Module: HellfireSide-Scheme,X:M,X:MModule,X:M1
X:M,42,Module,Hellfire,5,1,Power and Decadence,,Module: Hellfire☆,Module: Hellfire-,Module: HellfireTreachery,X:M,X:MModule,X:M1
S:AoS,1A,Hero,Maria Hill,,1,Maria Hill (H),,Hero: Maria Hill-,Hero: Maria Hill-,Hero: Maria Hill Hero,S:AoS,S:AoSHero,S:AoS1
S:AoS,1B,Hero,Maria Hill,,-,Maria Hill (AE),,Hero: Maria Hill-,Hero: Maria Hill-,Hero: Maria Hill Alter-Ego,S:AoS,S:AoSHero,S:AoS-
S:AoS,2,Hero,Maria Hill,1,1,Nick Fury (HA),,Hero: Maria HillWild,Hero: Maria Hill4,Hero: Maria HillAlly,S:AoS,S:AoSHero,S:AoS1
S:AoS,3,Hero,Maria Hill,2-3,2,All Points Bulletin,,Hero: Maria HillEnergy,Hero: Maria Hill2,Hero: Maria HillEvent,S:AoS,S:AoSHero,S:AoS2
S:AoS,4,Hero,Maria Hill,4-5,2,On the Double,,Hero: Maria HillEnergy,Hero: Maria Hill0,Hero: Maria HillEvent,S:AoS,S:AoSHero,S:AoS2
S:AoS,5,Hero,Maria Hill,6-8,3,Reinforcements,,Hero: Maria HillPhysical,Hero: Maria Hill1,Hero: Maria HillEvent,S:AoS,S:AoSHero,S:AoS3
S:AoS,6,Hero,Maria Hill,9,1,The Hard Call,,Hero: Maria HillMental,Hero: Maria Hill2,Hero: Maria HillEvent,S:AoS,S:AoSHero,S:AoS1
S:AoS,7,Hero,Maria Hill,10-11,2,Special Funding,,Hero: Maria HillMental,Hero: Maria Hill-,Hero: Maria HillResource,S:AoS,S:AoSHero,S:AoS2
S:AoS,8,Hero,Maria Hill,12,1,Support Staff,,Hero: Maria HillMental,Hero: Maria Hill1,Hero: Maria HillSupport,S:AoS,S:AoSHero,S:AoS1
S:AoS,9,Hero,Maria Hill,13,1,The Iliad,,Hero: Maria HillEnergy,Hero: Maria Hill6,Hero: Maria HillSupport,S:AoS,S:AoSHero,S:AoS1
S:AoS,10,Hero,Maria Hill,14,1,Life Model Decoy,,Hero: Maria HillPhysical,Hero: Maria Hill2,Hero: Maria HillUpgrade,S:AoS,S:AoSHero,S:AoS1
S:AoS,11,Hero,Maria Hill,15,1,S.H.I.E.L.D. Director,,Hero: Maria HillMental,Hero: Maria Hill2,Hero: Maria HillUpgrade,S:AoS,S:AoSHero,S:AoS1
S:AoS,12,Aspect,Leadership,,1,Victoria Hand,,Aspect: LeadershipMental,Aspect: Leadership3,Aspect: LeadershipAlly,S:AoS,S:AoSAspect: Leadership,S:AoS1
S:AoS,13,Aspect,Leadership,,1,Slingshot / Yoyo Rodriguez,,Aspect: LeadershipEnergy,Aspect: Leadership3,Aspect: LeadershipAlly,S:AoS,S:AoSAspect: Leadership,S:AoS1
S:AoS,14,Aspect,Leadership,,3,Organizational Support,,Aspect: LeadershipMental,Aspect: Leadership-,Aspect: LeadershipResource,S:AoS,S:AoSAspect: Leadership,S:AoS3
S:AoS,15,Aspect,Leadership,,3,Agents of S.H.I.E.L.D.,,Aspect: LeadershipMental,Aspect: Leadership3,Aspect: LeadershipSupport,S:AoS,S:AoSAspect: Leadership,S:AoS3
S:AoS,16,Aspect,Leadership,,3,Command Team,.Y,Aspect: LeadershipEnergy,Aspect: Leadership2,Aspect: LeadershipSupport,S:AoS.Y,S:AoSAspect: Leadership,S:AoS3
S:AoS,17,Aspect,Leadership,,1,The Circe,,Aspect: LeadershipPhysical,Aspect: Leadership6,Aspect: LeadershipSupport,S:AoS,S:AoSAspect: Leadership,S:AoS1
S:AoS,18,Aspect,Aggression,,1,The Bellerophon,,Aspect: AggressionEnergy,Aspect: Aggression6,Aspect: AggressionSupport,S:AoS,S:AoSAspect: Aggression,S:AoS1
S:AoS,19,Aspect,Justice,,1,The Douglass,,Aspect: JusticeMental,Aspect: Justice6,Aspect: JusticeSupport,S:AoS,S:AoSAspect: Justice,S:AoS1
S:AoS,20,Aspect,Protection,,1,The Pericles,,Aspect: ProtectionEnergy,Aspect: Protection6,Aspect: ProtectionSupport,S:AoS,S:AoSAspect: Protection,S:AoS1
S:AoS,21,Basic,,,1,Dum Dum Dugan,.Y,Basic: Physical,Basic: 5,Basic: Ally,S:AoS.Y,S:AoSBasic,S:AoS1
S:AoS,22,Basic,,,1,Grant Ward,,Basic: Physical,Basic: 0,Basic: Ally,S:AoS,S:AoSBasic,S:AoS1
S:AoS,23,Basic,,,1,Melinda May,,Basic: Mental,Basic: 4,Basic: Ally,S:AoS,S:AoSBasic,S:AoS1
S:AoS,24,Basic,,,2,Super Spies,,Basic: Wild,Basic: 0,Basic: Event,S:AoS,S:AoSBasic,S:AoS2
S:AoS,25,Basic,,,1,Energy (S),.R,Basic: Energy,Basic: -,Basic: Resource,S:AoS.R,S:AoSBasic,S:AoS1
S:AoS,26,Basic,,,1,Genius (S),.R,Basic: Mental,Basic: -,Basic: Resource,S:AoS.R,S:AoSBasic,S:AoS1
S:AoS,27,Basic,,,1,Strength (S),.R,Basic: Physical,Basic: -,Basic: Resource,S:AoS.R,S:AoSBasic,S:AoS1
S:AoS,28,Basic,,,3,Front Organization,,Basic: Mental,Basic: 0,Basic: Support,S:AoS,S:AoSBasic,S:AoS3
S:AoS,29,Obligation,Maria Hill,,1,Press Conference,,Obligation: Maria Hill2,Obligation: Maria Hill-,Obligation: Maria HillObligation,S:AoS,S:AoSObligation,S:AoS1
S:AoS,30,Nemesis,Maria Hill,,1,Controller (N),,Nemesis: Maria Hill3,Nemesis: Maria Hill-,Nemesis: Maria HillMinion (S),S:AoS,S:AoSNemesis,S:AoS1
S:AoS,31,Nemesis,Maria Hill,,1,Army of the Controlled,,Nemesis: Maria Hill1,Nemesis: Maria Hill3P,Nemesis: Maria HillSide-Scheme (S),S:AoS,S:AoSNemesis,S:AoS1
S:AoS,32,Nemesis,Maria Hill,,1,Controlled Innocents,,Nemesis: Maria Hill0,Nemesis: Maria Hill-,Nemesis: Maria HillEnvironment,S:AoS,S:AoSNemesis,S:AoS1
S:AoS,33,Nemesis,Maria Hill,,2,Diabolical Discs,,Nemesis: Maria Hill2,Nemesis: Maria Hill-,Nemesis: Maria HillTreachery,S:AoS,S:AoSNemesis,S:AoS2
S:AoS,34A,Hero,Nick Fury,,1,Nick Fury (H),,Hero: Nick Fury-,Hero: Nick Fury-,Hero: Nick Fury Hero,S:AoS,S:AoSHero,S:AoS1
S:AoS,34B,Hero,Nick Fury,,-,Nick Fury (AE),,Hero: Nick Fury-,Hero: Nick Fury-,Hero: Nick Fury Alter-Ego,S:AoS,S:AoSHero,S:AoS-
S:AoS,35A,Hero,Nick Fury,1,1,Assault (NF),,Hero: Nick FuryPhysical,Hero: Nick Fury-,Hero: Nick FuryUpgrade,S:AoS,S:AoSHero,S:AoS1
S:AoS,35B,Hero,Nick Fury,1,-,Stealth,,Hero: Nick FuryMental,Hero: Nick Fury-,Hero: Nick FuryUpgrade,S:AoS,S:AoSHero,S:AoS-
S:AoS,36,Hero,Nick Fury,2,1,Maria Hill (A),,Hero: Nick FuryWild,Hero: Nick Fury3,Hero: Nick FuryAlly,S:AoS,S:AoSHero,S:AoS1
S:AoS,37,Hero,Nick Fury,3-5,3,Concentrated Fire,,Hero: Nick FuryEnergy,Hero: Nick Fury2,Hero: Nick FuryEvent,S:AoS,S:AoSHero,S:AoS3
S:AoS,38,Hero,Nick Fury,6-7,2,Covert Surveillance,,Hero: Nick FuryMental,Hero: Nick Fury1,Hero: Nick FuryEvent,S:AoS,S:AoSHero,S:AoS2
S:AoS,39,Hero,Nick Fury,8-9,2,Spray Fire,,Hero: Nick FuryPhysical,Hero: Nick Fury3,Hero: Nick FuryEvent,S:AoS,S:AoSHero,S:AoS2
S:AoS,40,Hero,Nick Fury,10,1,Fury's Flying Car,,Hero: Nick FuryEnergy,Hero: Nick Fury2,Hero: Nick FurySupport,S:AoS,S:AoSHero,S:AoS1
S:AoS,41,Hero,Nick Fury,11,1,Safe House #221,,Hero: Nick FuryMental,Hero: Nick Fury1,Hero: Nick FurySupport,S:AoS,S:AoSHero,S:AoS1
S:AoS,42,Hero,Nick Fury,12,1,EM Shield,,Hero: Nick FuryEnergy,Hero: Nick Fury2,Hero: Nick FuryUpgrade,S:AoS,S:AoSHero,S:AoS1
S:AoS,43,Hero,Nick Fury,13,1,Eyepatch Camera,,Hero: Nick FuryPhysical,Hero: Nick Fury2,Hero: Nick FuryUpgrade,S:AoS,S:AoSHero,S:AoS1
S:AoS,44,Hero,Nick Fury,14,1,Fury's Watch,,Hero: Nick FuryPhysical,Hero: Nick Fury1,Hero: Nick FuryUpgrade,S:AoS,S:AoSHero,S:AoS1
S:AoS,45,Hero,Nick Fury,15,1,Intelligence Analysis,,Hero: Nick FuryMental,Hero: Nick Fury0,Hero: Nick FuryUpgrade,S:AoS,S:AoSHero,S:AoS1
S:AoS,46,Hero,Nick Fury,16,1,Secret Agent,,Hero: Nick FuryPhysical,Hero: Nick Fury2,Hero: Nick FuryUpgrade,S:AoS,S:AoSHero,S:AoS1
S:AoS,47,Aspect,Justice,,1,Agent Coulson,.Y,Aspect: JusticeMental,Aspect: Justice3,Aspect: JusticeAlly,S:AoS.Y,S:AoSAspect: Justice,S:AoS1
S:AoS,48,Aspect,Justice,,1,Quake / Daisy Johnson,.Y,Aspect: JusticeEnergy,Aspect: Justice2,Aspect: JusticeAlly,S:AoS.Y,S:AoSAspect: Justice,S:AoS1
